benchmark,seed,project_id,base_model_id,model_id,solution
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_13,10086,64db42bc5a61acd22be7fa12,64db4317309a4fcef92fe17b,64db44a7707338d426788d01,0.0585089195759019 + 0.999555442183086*x2*sqrt(x1)*sqrt(x5) - 0.00328184143039577*sqrt(x1) - 1.51809100985839*sqrt(x1)*sqrt(x5)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_20,10086,64db42bdb8149c97bfe7fa03,64db43188279da3dc2df11d8,64db44a78279da3dc2df149e,1.33074608882754*cos(x1)*log(x5) - 0.0668178071500733 - 1.25041157693635*x2*cos(x1) - 1.00000000023142*exp(x1 + x5)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_6,10086,64db42bd80fc59893308b85a,64db4318bb79fe9e292fe256,64db44b7309a4fcef92fe4fc,0.861178174857936 + 1.14153970937889*x1 + 1.00069534098159*x2 + 0.981490116229552*x5 + 0.228978321128131*x3 + 1.00026494808365*x1*x4 - 0.000377744900507852*x2*x5 - 0.0215448927321529*x1*x5
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_2,10086,64db42bce02cafd33679f4d0,64db431c037f2e0261df13b0,64db451c707338d426788d87,0.0788498582053838 + 0.0192064581042096*x1 + 0.999800994817076*x3*x5 + 0.996683884336151*x1*x3 - 0.00834384586881665*x4
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_18,10086,64db42b956c2ec212708b985,64db4319037f2e0261df1395,64db44f2bb79fe9e292fe348,1.06469060784596*x1*x2 + (0.744803728538554 + 0.594308704246751*log(x3)^2 - 2.42622958217932*log(x3))/x5 - 3.62869385848899
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_21,10086,64db42bde02cafd33679f4d8,64db431cbb79fe9e292fe266,64db458e8c92f60aff2fe195,x3 - 8.71361937317833e36
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_3,10086,64db42bbe02cafd33679f4c7,64db431b037f2e0261df13a2,64db4530bb79fe9e292fe37c,0.0284633782184392 + 0.999463889447945*x5 + 2.00070795665423*x1*x2*x3 - 0.570972681166703*sin(x4)*cos(0.0690593293946514*x1)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_9,10086,64db42bb7b9f276c5c79f5cd,64db431a99bdb02113788eb7,64db452f309a4fcef92fe625,2.04920590089347*x1*sqrt(x3) + 0.535137024863095*x1*sqrt(x3)/(x4*sqrt(x5)) + 0.450226961699229*x1*sqrt(x1)/(x5*sqrt(x2)) - 1.40245051631516 - 0.0282157806516405*sqrt(x2)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_11,10086,64db42bdb8149c97bfe7f9fb,64db431c037f2e0261df13bc,64db456a2b40381c6bdf1506,0.902074982365272 + 1.10746106424513*log(x3) + 1.05968155462506*x5/x3 + 0.753375554740672*log(x1)*sqrt(x3) - 0.77375264289368*x2 - 1.00004431578985*x4^2
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_12,10086,64db42b97b9f276c5c79f5bd,64db431e309a4fcef92fe19e,64db459e8c92f60aff2fe1d1,x1*x2 + (x2*x5 - x1 - x2*x5)/(x3*x4 + x3*x5)
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_25,10086,64db42bcb8149c97bfe7f9eb,64db431d037f2e0261df13c8,64db458f7785b4cb59788bd4,2.35232140298088*x1 + 0.147461553027611*x3 + 0.815285434427827*log(x2) + 0.735648521189558*x1*cos(sqrt(x1)) + 0.327514438561173*x3*cos(sqrt(x1)) - 0.1046222853885 - 2.61633928703975*cos(sqrt(x1))
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_24,10086,64db42ba7b9f276c5c79f5c0,64db431ff8a4afebbb788d53,64db45fdbb79fe9e292fe3f2,-0.980225297093445*x2^2/x5 + 7.87374672610735*cos(x5*sin(x3) + sin(x3)) - 0.236288501928868 - 1.83463315056819*x1 - 7.91155652307129*x2*x3^2
./scibench/data/unencrypted/equations_others/Livermore2_Vars5_16,10086,64db42be7b9f276c5c79f5d5,64db43223910dd6074df1480,64db460091e9699de4df13c3,0.035448988124763 + 0.967476702849783*x2 + 0.117497571668073*x5 + 0.0931135782247466*cos(x2) + 0.329940625937227*x3*x4*x5
