benchmark,seed,project_id,base_model_id,model_id,solution
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_11,10010,64dc1b50c705e8aa290c7cf0,64dc1bb0120afe2eeef6af0f,64dc1cd2d50105d12c8e5fc0,10.8712525830005 + 0.0688751112901074/(x4*x6)
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_5,10010,64dc1b511b27e6ca140c79c3,64dc1bb13d57417fdff6ac89,64dc1cf79589949805f6ac98,9.64676786507992 + 1.13251311183128*x1*x2*x3*log(x1)*sqrt(x2) - 0.741640904030306*x1*x4 - 2.92116714558015*x2*x4
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_1,10010,64dc1b4e0e7712f4ec7194d8,64dc1bb2266387de6586c7c0,64dc1d2c9589949805f6ad54,0.886923831837964*x5 + 1.12313310832285*x1^2 + 0.920710542907682*x1*x4 + 0.888710803888197*x1*x5 + 1.19875191510977*sqrt(sqrt(x4)) + 0.883522397888832*x2*sqrt(x4) - 2.55555941505336 - 1.00415536871761*x6
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_24,10010,64dc1b506c3fec8d057ea1cc,64dc1bb1e112fac1be8e5fd9,64dc1d28266387de6586cab9,0.0947619430299693 + 2.12848486317243*sin(x1) + 1.12552391671007*sqrt(x3)/x6 - 0.547956012969495*log(x4)*sqrt(x3/x6)
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_8,10010,64dc1b4ec705e8aa290c7ce2,64dc1bb3120afe2eeef6af23,64dc1d3752e0dea3c78e5fee,0.999498334971778*x1 + 0.998096805654597*x6 + 0.739782917208928*x3 + 0.728553588628936*x5 + 0.999627180411484*x2^2 - 1.56545110130096 - 1.00077396802769*x4
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_21,10010,64dc1b4e3d1b3c28c37ea2a7,64dc1bb3c0cd2e8b9e8e5aaa,64dc1d70d50105d12c8e60d7,1.99611872782813*x1 + 1.00817209531152*x4 + 1.00096232303544*x3 + 25.5600358316027*sin(x2)*exp(x5)/x2 - 0.380564655284616
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_14,10010,64dc1b4ec705e8aa290c7ce0,64dc1bb352e0dea3c78e5e74,64dc1d8f2ca24638e2f6a8c4,0.119003499765363*x5 + 0.102401479587171*x3 + 0.0322068184497767*x1 + 0.0244469183650303*x2 - 0.0970150691063552 - 0.0854239159216489*x4 - 1.89088664914062*x6
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_25,10010,64dc1b4e96e812d5360c7974,64dc1bb39381a51f9986c6db,64dc1d8b266387de6586cb5d,1.00135866885087*x1 + 0.999135194033752*x5 + 0.998213573587947*x6 + 0.266057708202807*cos(x3) + 0.998724573312067*x5*cos(x3) - 2.43729260359062 - 1.53291899200203*x3 - 0.999779927689775*x2^2
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_10,10010,64dc1b4ed99b844b850c77b1,64dc1bb4380129b115f6ad06,64dc1db87726d873aaf6ae98,59.8750671330344*x2^2 + 6.94628858761562*x2*x5 - 0.371535936857093
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_23,10010,64dc1b4e8855cc58b3719690,64dc1bb4380129b115f6ad0a,64dc1dde0c9b8713268e59fc,6.39628951731027*x1 + 0.337314760203001*x1*x2 + 0.170398431558755*x4*x5 - 3.23105778053962 - 1.00011331510192*x1*x6
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_20,10010,64dc1b4f1579bbadd9719501,64dc1bb5266387de6586c7d3,64dc1e110c9b8713268e5aa2,sin(x1/x5) - x2 - x1*x2*cos(exp(x1))
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_15,10010,64dc1b50de7e7ec36f71944b,64dc1bb59381a51f9986c6ed,64dc1df1380129b115f6aed1,0.392432782537224 + (1.0455552565399*x1^2 + 0.59368438150784*x1*cos(0.0158690027676016 + x2))/x4
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_3,10010,64dc1b4d6c3fec8d057ea1bc,64dc1bb7266387de6586c7e1,64dc1e1d2ca24638e2f6aa80,1260.58200640042 + 460.305311934921*x3 + 70.4011343780576*x1*x4 + 92.9615113326265*x1*x3*x4 + -395.642477972321*x3*x4/x2 + -10.7503431014898*x3*x4*x6/(x1*x2) - 153.008825328756*x1 - 32.2063266820392*x1^2
./scibench/data/unencrypted/equations_others/Livermore2_Vars6_4,10010,64dc1b4d209581e3be7ea351,64dc1bb93d57417fdff6acac,64dc1e49266387de6586cc97,25.1843078182533 + 335.289810244595*x2 + 279.402996734182*x1^2 + 2.07986373068023*x1^3*x2*x3^2 + 1.5876578566195*x1^4*x2^2 + 1.01829374011156*x1^5*x2^2 - 443.545827122324*x1*x2 - 36.0839970130694*x1^3
